SMILES,pAct
O=C(Nc1ccc2c(c1)CCC(CN1CCCC1)=C2)c1ccc(-c2ccccc2)cc1,7.920818753952375
O=C(NCCc1ccc(CN2CCCC2)cc1)c1ccc(-c2ccc(Cl)cc2)cc1F,9.0
O=C(NCCc1ccc(CN2CCCC2)cc1)c1ccc(-c2ccc(Cl)cc2)cc1,8.698970004336019
O=C(NCCc1ccc(CN2CCCC2)cc1)c1ccc(-c2ccc(F)cc2)cc1,8.522878745280337
O=C(Nc1ccc2cc(CN3CCCC3)cnc2c1F)c1ccc(-c2ccc(F)cc2)cc1,9.036212172654444
O=C(Nc1cc2ncc(CN3CCCC3)cc2cc1Cl)c1ccc(-c2ccc(F)cc2)cc1,8.853871964321762
O=C(Nc1cc2ncc(CN3CCCC3)cc2cc1F)c1ccc(-c2ccc(F)cc2)cc1,8.853871964321762
O=C(Nc1ccc2cc(CN3CCCC3)cnc2c1)c1ccc(-c2ccc(Cl)cc2)cc1,9.130768280269024
O=C(Nc1ccc2cc(CN3CCCC3)cnc2c1)c1ccc(-c2ccc(F)cc2)cc1,8.55284196865778
O=C(Nc1ccc2cc(CN3CCCC3)cnc2c1)c1ccc(-c2ccccc2)cc1,7.886056647693163
O=C(Nc1ccc2cc(CN3CCCC3)cnc2c1)c1ccc(-c2ccc(Cl)cc2)nc1,8.387216143280265
O=C(Nc1ccc2cc(CN3CCCC3)cnc2c1)c1ccc(-c2ccc(F)cc2)nc1,7.6020599913279625
O=C(Nc1ccc2cc(CN3CCCC3)cnc2c1)c1ccc(-c2ccccc2)nc1,7.136677139879544
O=C(Nc1ccc2cc(CN3CCCC3)cnc2c1)N1CCC(c2ccc(Cl)cc2)CC1,8.18045606445813
O=C(Nc1ccc2cc(CN3CCCC3)cnc2c1)N1CCC(c2ccc(F)cc2)CC1,7.455931955649724
O=C(Nc1ccc2cc(CN3CCCC3)cnc2c1)N1CCC(c2ccccc2)CC1,7.0
O=c1c2sc(-c3ccc(Cl)cc3)cc2ncn1-c1ccc2nc(CN3CCCC3)ccc2c1,9.0
O=C(Nc1ccc2nc(CN3CCCC3)ccc2c1)c1ccc(-c2ccc(F)cc2)cc1,8.568636235841012
O=c1c2sc(-c3ccc(Cl)cc3)cc2ncn1-c1ccc2c(c1)NCC(CN1CCCC1)O2,8.638272163982407
Clc1ccc(-c2ccc(C#Cc3ccc(CCN4CCCC4)cc3)nc2)cc1,7.585026652029182
Clc1ccc(-c2ccc(C#Cc3ccc(CCCN4CCCC4)cc3)nc2)cc1,7.958607314841775
N#Cc1cccc(-c2ccc(N(CCN3CCCC3)C(=O)Nc3ccc(C(F)(F)F)c(F)c3)cc2)c1,8.2839966563652
O=C(Cc1ccc(Oc2ccccc2)cc1)Nc1ccc2c(cnn2CCN2CCCC2)c1,7.10790539730952
O=C(Cc1ccc(OCc2ccccc2)cc1)Nc1ccc2c(cnn2CCN2CCCC2)c1,6.253365801062421
O=C(Nc1ccc(Oc2ccccc2)cc1)Nc1ccc2c(cnn2CCN2CCCC2)c1,7.920818753952375
O=C(Cc1ccc(OCc2ccccc2)cc1)Nc1ccc2cnn(CCN3CCCC3)c2c1,8.853871964321762
O=C(Cc1ccc(OCc2ccccc2)cc1)Nc1cccc2c1cnn2CCN1CCCC1,7.6020599913279625
O=C(NC1CCN(Cc2ccc(C(=O)NCCN3CCCC3)c(F)c2)CC1)c1cc(=O)c2ccc(F)cc2o1,7.537602002101044
O=C(NCCN1CCCC1)c1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)c(Cl)c1,8.698970004336019
O=C(Nc1cccc(F)c1)Nc1cc(C(=O)NCCN2CCCC2)ccc1Oc1ccc(F)c(F)c1,7.552841968657781
O=C(Nc1cccc(F)c1)Nc1cc(C(=O)NCCN2CCCC2)ccc1Oc1cccc(F)c1,7.3979400086720375
O=C(CCc1ccccc1)Nc1cc(C(=O)NCCN2CCCC2)ccc1Oc1ccc2ccccc2c1,6.468521082957745
Clc1ccc(-c2ccc(C#Cc3ccc(NCCN4CCCC4)cc3)nc2)cc1,8.301029995663981
Clc1ccc(-c2ccc(C#Cc3ccc(OCCN4CCCC4)c(Cl)c3)nc2)cc1,8.301029995663981
Clc1ccc(-c2ccc(C#Cc3ccc(OCCN4CCCC4)cc3Cl)nc2)cc1,7.698970004336019
Brc1ccc(-c2ccc(C#Cc3ccc(OCCN4CCCC4)cc3)nc2)cc1,8.221848749616356
Clc1ccc(-c2ccc(C#Cc3ccc(OCCN4CCCC4)cc3)nc2)cc1,8.154901959985743
O=c1cc(OCc2cccc(Cl)c2)ccn1-c1ccc(OCCN2CCCC2)cc1,8.3767507096021
O=c1cc(OCc2cccc(F)c2)ccn1-c1ccc(OCCN2CCCC2)cc1,8.229147988357855
O=c1cc(OCc2ccc3ccccc3c2)ccn1-c1ccc(OCCN2CCCC2)cc1,8.113509274827518
O=c1cc(OCc2ccc(C(F)(F)F)cc2)ccn1-c1ccc(OCCN2CCCC2)cc1,8.173925197299173
O=c1cc(OCc2ccc(Cl)cc2)ccn1-c1ccc(OCCN2CCCC2)cc1,8.853871964321762
O=c1cc(OCc2ccccc2Cl)ccn1-c1ccc(OCCN2CCCC2)cc1,7.920818753952375
O=c1cc(OCc2ccccc2F)ccn1-c1ccc(OCCN2CCCC2)cc1,8.060480747381382
Clc1ccc(-c2ccc(C#Cc3ccc(OCCN4CCCC4)nc3)nc2)cc1,8.221848749616356
Clc1ccc(-c2ccc(C#Cc3ccc(OCCN4CCCC4)nn3)nc2)cc1,7.113509274827519
O=c1c2sc(-c3ccc(Cl)cc3)cc2ncn1-c1ccc2c(c1)OC[C@@H](CN1CCCC1)O2,8.154901959985743
O=C(NCC(CCN1CCC(N2CCCCC2)CC1)c1ccc(Cl)c(Cl)c1)Nc1ccc(C(F)(F)F)cc1,5.958607314841775
O=C(Nc1ccc2c(c1)CCC(CN1CCCCC1)=C2)c1ccc(-c2ccc(Cl)cc2)cc1,8.602059991327963
O=C(NCCc1ccc(CN2CCCCC2)cc1)c1ccc(-c2ccc(Cl)cc2)cc1,8.698970004336019
O=c1c2sc(-c3ccc(Cl)cc3)cc2ncn1-c1ccc2nc(CN3CCCCC3)ccc2c1,9.050609993355087
O=C(CCN1CCCCC1)Nc1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1F,7.638272163982407
N#Cc1cccc(-c2ccc(C(CCN3CCCCC3)CNC(=O)Nc3cc(Cl)cc(Cl)c3)cc2)c1,8.267606240177031
O=C(NC1CCN(Cc2ccc(OCCCN3CCCCC3)c(F)c2)CC1)c1cc(=O)c2ccc(F)cc2o1,8.522878745280337
O=C(Nc1ccc(Oc2ccccc2)cc1)Nc1ccc2c(cnn2CCN2CCCCC2)c1,8.301029995663981
O=C(NCCN1CCCCC1)c1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1,7.769551078621726
O=c1cc(OCc2ccccc2)ccn1-c1ccc(OCCN2CCCCC2)cc1,8.356547323513812
O=C(COc1ccc(F)c(F)c1)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)C1,7.318758762624413
OC1(C(F)(F)F)CCN(CCOc2ccc(C#Cc3ccc(-c4ccc(Cl)cc4)cn3)cc2)CC1,8.221848749616356
O=C(NCc1ccc(Cl)cc1O)C1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,7.657577319177794
O=C(NCCc1ccccn1)C1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,6.4698003017969175
O=c1c2sc(-c3ccc(Cl)cc3)cc2ncn1-c1ccc2nc(CN3CCC(c4ccc(C(F)(F)F)cc4)CC3)ccc2c1,8.214670164989233
O=C(CCC(=O)N1CCC(c2ccc(Cl)cc2)CC1)c1ccc2c(c1)CCNCC2,7.698970004336019
O=C(CCCN1CCC(c2ccc(Cl)cc2)CC1)c1ccc2c(c1)CCNCC2,7.657577319177794
O=c1c2sc(-c3ccc(Cl)cc3)cc2ncn1-c1ccc2nc(CN3CCC(c4ccc(F)cc4)CC3)ccc2c1,8.508638306165727
O=c1c2sc(-c3ccc(Cl)cc3)cc2ncn1-c1ccc2nc(CN3CCC(c4ccccc4)CC3)ccc2c1,8.886056647693163
O=C(CCCN1CCC(c2ccccc2)CC1)c1ccc2c(c1)CCNCC2,7.698970004336019
O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cn3)c2)CC1)NC(c1ccc(F)cc1)c1ccc(F)cc1,7.769551078621726
O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(c1ccccc1)c1ccccn1,7.3872161432802645
O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2ccc(Br)cc2o1,7.494850021680094
O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2ccc(Cl)cc2o1,8.301029995663981
O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2ccc(F)cc2o1,8.522878745280337
O=C(NC1CCN(Cc2cc3c(cc2Cl)OCO3)CC1)c1cc(=O)c2ccc(F)cc2o1,7.657577319177794
O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2ccc(OC(F)F)cc2o1,7.1938200260161125
O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2cc(Cl)ccc2o1,6.13430394008393
O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2cc(F)ccc2o1,7.187086643357144
O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2cc(F)c(F)c(F)c2o1,7.040958607678906
O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2cc(F)c(Cl)cc2o1,8.522878745280337
O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2cc(F)c(F)cc2o1,8.698970004336019
O=C(NC1CCN(Cc2ccccc2)CC1)c1ccc(F)cc1,4.366531544420414
O=C(NC1CCN(C/C=C/c2ccccc2)CC1)c1ccccc1,5.187086643357144
O=C(COc1cccc(Cl)c1)NC1CCN(Cc2cccc(-n3cccc3)c2)CC1,6.527243550682788
O=C(COc1cccc(Cl)c1)NC1CCN(Cc2ccc(-c3ccc(OC(F)(F)F)cc3)o2)CC1,6.987162775294828
O=C(COc1cccc(Cl)c1)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,7.494850021680094
O=C(COc1cccc(Cl)c1)NC1CCN(Cc2ccn(-c3ccc(OC(F)(F)F)cc3)c2)CC1,7.823908740944319
O=C(COc1cccc(Cl)c1)NC1CCN(Cc2ccn(-c3ccccc3)c2)CC1,6.1487416512809245
O=C(COc1cccc(Cl)c1)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cn3)c2)CC1,7.036212172654444
N#Cc1c(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(Cl)ccc2[nH]c1=O,7.823908740944319
O=c1cc(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(Cl)ccc2n1Cc1ccccc1,9.096910013008056
O=c1cc(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(Cl)ccc2n1Cc1ccccn1,8.920818753952375
O=c1cc(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(Cl)ccc2n1Cc1ccncc1,8.958607314841775
O=c1cc(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(Cl)ccc2[nH]1,8.397940008672037
O=c1nc(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(Cl)ccc2n1CC(F)(F)F,8.698970004336019
O=c1c2sc(-c3ccc(Cl)cc3)cc2ncn1-c1ccc2nc(CN3CCN(c4ccccc4)CC3)ccc2c1,8.42021640338319
O=c1c2sc(-c3ccc(Cl)cc3)cc2ncn1-c1ccc2c(c1)NCC(CN1CC[C@@H](O)C1)O2,8.468521082957745
O=C(NCC1(c2ccc(-c3cccnc3)cc2)CCNCC1)Nc1cc(Cl)cc(Cl)c1,7.4089353929735005
O=c1c2sc(-c3ccc(Cl)cc3)cc2ncn1-c1ccc2nc(CN3CCOCC3)ccc2c1,8.309803919971486
O=c1c2sc(-c3ccc(Cl)cc3)cc2ncn1-c1ccc2c(c1)NCC(CN1CCOCC1)O2,8.070581074285707
O=c1cc(OCc2ccccc2)ccn1-c1ccc(OCCN2CCOCC2)cc1,7.619788758288394
CC(=O)N1CCc2ccc(C(=O)CCC(=O)N3CCC(c4ccc(Cl)cc4)CC3)cc2CC1,6.721246399047171
CC(=O)N1CCc2ccc(C(=O)CCCN3CCC(c4ccc(Cl)cc4)CC3)cc2CC1,7.958607314841775
CC(=O)N1CCc2ccc(C(=O)CCCN3CCN(Cc4ccccc4)CC3)cc2CC1,6.0
CC(=O)N1CCc2ccc(OCCCN3CCC(c4ccc(Cl)cc4)CC3)cc2CC1,7.0
CC(=O)Nc1cccc(C2CCN(CCCNc3nc4ccccc4n3-c3cccc(Cl)c3)CC2)c1,6.958607314841775
CC(=O)Nc1cccc(C2CCN(CCCNc3nc4ccccc4n3-c3ccc(C#N)cc3)CC2)c1,7.1487416512809245
COc1ccc(-n2c(NCCCN3CCC(c4cccc(NC(C)=O)c4)CC3)nc3ccccc32)cc1,6.958607314841775
CC(=O)Nc1cccc(C2CCN(CCCNc3nc4ccccc4n3Cc3cccc(C#N)c3)CC2)c1,6.853871964321762
CC(=O)Nc1cccc(C2CCN(CCCNc3nc4ccccc4n3Cc3cccc(C(F)(F)F)c3)CC2)c1,7.031517051446065
CC(=O)Nc1cccc(C2CCN(CCCNc3nc4ccccc4n3Cc3cccc(OC(F)(F)F)c3)CC2)c1,7.055517327849832
CC(=O)Nc1cccc(C2CCN(CCCNc3nc4ccccc4n3Cc3ccc(C(C)(C)C)cc3)CC2)c1,6.221848749616356
CC(=O)Nc1cccc(C2CCN(CCCNc3nc4ccccc4n3Cc3ccc(OC(F)(F)F)cc3)CC2)c1,7.070581074285707
COc1cc(N2Cc3ccc(-c4ccc(C(C)(C)C)cc4)nc3C2=O)ccc1OCCN1CCCC1,6.494850021680094
Cn1c(CC(C)(C)C)nc2ccc(-n3ccc(OCc4ccc(F)cc4)cc3=O)cc21,6.0
CN(C(=O)c1ccc(OCC2CC2)cc1)[C@@H]1Cc2ccc(CNCC(C)(C)C)cc2C1,6.841637507904751
CN(C(=O)c1ccc(OC[C@@H]2CCCO2)cc1)[C@@H]1Cc2ccc(CNCC(C)(C)C)cc2C1,6.841637507904751
CC(C)(C)CNCc1ccc2c(c1)C[C@H](NC(=O)c1ccc(OC[C@@H]3CCCO3)cc1)C2,6.653647025549361
CC(C)(O)c1nc2cc(Cl)ccc2n1C1CCC(NCC2Cc3ccc(C(F)(F)F)cc3C2)CC1,6.638272163982407
CC(C)(O)c1nc2cc(Cl)ccc2n1C1CCC(NCC2Cc3ccc(Cl)cc3C2)CC1,7.494850021680094
CC(C)(O)c1nc2cc(Cl)ccc2n1C1CCC(NCC2Cc3ccccc3C2)CC1,7.3979400086720375
CC(C)(O)c1nc2cc(Cl)ccc2n1C1CCC(NC[C@@H]2Cc3ccc(C#N)cc3C2)CC1,8.229147988357855
CC(C)(O)c1nc2cc(Cl)ccc2n1C1CCC(NC[C@H]2Cc3ccc(Br)cc3C2)CC1,7.6777807052660805
CC(C)(O)c1nc2cc(Cl)ccc2n1C1CCC(NC[C@H]2Cc3ccc(C#N)cc3C2)CC1,8.522878745280337
CN(C(=O)c1ccc(OCC2CC2)cc1)[C@@H]1Cc2ccc(CN3CCC(C(C)(C)O)CC3)cc2C1,6.531652669587843
CN(C)CC(C)(C)Oc1ccc(-n2ccc(OCc3ccccc3)cc2=O)cc1,6.744727494896694
COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OCC(C)(C)O,7.795880017344075
COc1cc(-n2cnn3cc(-c4ccc(Cl)cc4)cc3c2=O)ccc1OCC(C)(C)O,7.356547323513813
COc1cc(N2Cc3cn(-c4ccc(Cl)cc4)nc3C2=O)ccc1OCC(C)(C)O,5.930701987884471
CC(C)C(=O)Nc1cc(C2CCN(CCCNC(=O)C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c(F)cc1F,7.468521082957745
CC(C)C(=O)Nc1cccc(C2CCN(CCCCCCNC(=O)C(c3ccccc3)c3ccccc3)CC2)c1,6.221848749616356
CC(C)C(=O)Nc1cccc(C2CCN(CCCCNC(=O)C(c3ccccc3)c3ccccc3)CC2)c1,6.2076083105017466
CC(C)C(=O)Nc1cccc(C2CCN(CCCNC(=O)C(C)(c3ccccc3)c3ccccc3)CC2)c1,6.853871964321762
CC(C)C(=O)Nc1cccc(C2CCN(CCCNC(=O)C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c1,7.886056647693163
CC(C)C(=O)Nc1cccc(C2CCN(CCCNC(=O)C(c3ccccc3)c3ccccc3)CC2)c1,7.6020599913279625
CC(C)C(=O)Nc1cccc(C2CCN(CCNC(=O)C(c3ccccc3)c3ccccc3)CC2)c1,7.2441251443275085
COc1cc(N2Cc3ccc(-c4ccc(C(C)C)cc4)nc3C2=O)ccc1OCCN1CCCC1,7.045757490560675
CC(C)N(CCOc1ccc(-n2ccc(OCc3ccccc3)cc2=O)cc1)C(C)C,8.292429823902063
CC(CN(C)C)Oc1ccc(-n2ccc(OCc3ccccc3)cc2=O)cc1,7.292429823902064
CN(C(=O)c1ccc(OCC2CC2)cc1)[C@@H]1Cc2ccc(CNCC3(C)CC3)cc2C1,6.91721462968355
CC1(CNCc2ccc3c(c2)C[C@H](NC(=O)c2ccc(OCC4CC4)cn2)C3)CC1,5.982966660701219
CN(C(=O)N1CC[C@H](n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)C1)[C@H]1CCN(C2CCC(C)(C)CC2)C1,8.0
CC1(C)CCN(Cc2ccc3c(c2)C[C@H](NC(=O)c2ccc(OC[C@@H]4CCCO4)cc2)C3)CC1,6.681936665037239
COc1cc(N2Cc3ccc(-c4cccc(C)c4C)nc3C2=O)ccc1OCCN1CCCC1,6.721246399047171
COc1cc(N2Cc3ccc(-c4ccc(C)c(C)c4)nc3C2=O)ccc1OCCN1CCCC1,6.744727494896694
Cc1ccc(NC(=O)C(C)C)cc1C1CCN(CCCNC(=O)C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,7.568636235841013
Cc1ccc(NC(=O)C(C)C)cc1C1CCN(CCCNC(=O)C(O)(c2ccccc2)c2ccccc2)CC1,7.568636235841013
Cc1ccc(NC(=O)C(C)C)cc1C1CCN(CCCNC(=O)C(c2ccccc2)c2ccccc2)CC1,7.568636235841013
Cc1ccc(NC(=O)C(C)C)cc1C1CCN(CCCNC(=O)C2(c3ccc(F)cc3)CCCC2)CC1,7.356547323513813
Cc1ccc(NC(=O)C(C)C)cc1C1CCN(CCCNC(=O)C2(c3ccc(F)cc3)CCCCC2)CC1,6.721246399047171
Cc1ccc(NC(=O)C(C)C)cc1C1CCN(CCCNC(=O)[C@@H](C)c2ccc(F)cc2)CC1,7.585026652029182
Cc1ccc(NC(=O)C(C)C)cc1C1CCN(CCCNC(=O)[C@@H](C)c2ccccc2)CC1,7.167491087293763
Cc1ccc(NC(=O)C(C)C)cc1C1CCN(CCCNC(=O)[C@H](C)c2ccc(F)cc2)CC1,7.187086643357144
Cc1ccc(NC(=O)C(C)C)cc1C1CCN(CCCNC(=O)[C@H](C)c2ccccc2)CC1,6.886056647693163
Cc1ccc(Oc2ccc(C(=O)NCCN)cc2NC(=O)CCc2ccccc2)cc1C,6.0
Cc1ccc(Oc2ccc(C(=O)NCCN3CCCC3)cc2NC(=O)/C=C/c2ccccc2)cc1C,6.638272163982407
CC(=O)Nc1cc(C(=O)NCCN2CCCC2)ccc1Oc1ccc(C)c(C)c1,6.0
Cc1ccc(Oc2ccc(C(=O)NCCN3CCCC3)cc2NC(=O)Cc2ccccc2)cc1C,6.0
Cc1ccc(Oc2ccc(C(=O)NCCN3CCCC3)cc2NC(=O)CCc2ccccc2)cc1C,6.214670164989233
Cc1ccc(Oc2ccc(C(=O)NCCN3CCCC3)cc2NC(=O)N(C)c2ccccc2)cc1C,6.0
Cc1ccc(Oc2ccc(C(=O)NCCN3CCCC3)cc2NC(=O)Nc2cccc(F)c2)cc1C,8.522878745280337
Cc1ccc(Oc2ccc(C(=O)NCCN3CCCC3)cc2NC(=O)Nc2ccc(Br)cc2)cc1C,7.552841968657781
Cc1ccc(Oc2ccc(C(=O)NCCN3CCCC3)cc2NC(=O)Nc2ccc(-c3ccccc3)cc2)cc1C,6.3979400086720375
Cc1ccc(Oc2ccc(C(=O)NCCN3CCCC3)cc2NC(=O)Nc2ccc(Oc3ccccc3)cc2)cc1C,6.337242168318426
Cc1ccc(Oc2ccc(C(=O)NCCN3CCCC3)cc2NC(=O)Nc2ccccc2)cc1C,8.301029995663981
Cc1ccc(Oc2ccc(C(=O)NCCN3CCCC3)cc2NC(=O)Nc2ccccc2Cl)cc1C,8.154901959985743
Cc1ccc(Oc2ccc(C(=O)NCCN3CCCC3)cc2NC(=O)Nc2ccccn2)cc1C,6.0
Cc1ccc(Oc2ccc(C(=O)NCCN3CCCC3)cc2NC(=O)Oc2ccccc2)cc1C,6.0
Cc1ccc(Oc2ccc(C(=O)NCCN3CCCC3)cc2NC(=O)[C@@H]2C[C@H]2c2ccccc2)cc1C,6.494850021680094
Cc1ccc(Sc2ccc(C(=O)NCCN3CCCC3)cc2NC(=O)CCc2ccccc2)cc1C,6.0
Cc1cc(CN(C)C)ccc1OC1CN(C(=O)c2nnc(-c3ccccc3)o2)C1,8.301029995663981
Cc1cc(Oc2ccc(C(=O)NCCN3CCCC3)cc2NC(=O)Nc2cccc(F)c2)ccc1F,8.221848749616356
COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN(C)C)c(C)c4)C3)o2)cc1,7.853871964321762
Cc1c(NC(=O)c2ccc(OCC3CC3)cc2)ccc2cc(C(C)N3CCCC3)cnc12,8.769551078621726
Cc1c(NC(=O)c2ccc(-c3ccc(Cl)cc3)cc2)ccc2cc(CN3CCCC3)cnc12,9.443697499232712
Cc1c(NC(=O)c2ccc(-c3ccc(F)cc3)cc2)ccc2cc(CN3CCCC3)cnc12,8.769551078621726
COc1ccc(-c2ccc(C(=O)Nc3ccc4cc(CN5CCCC5)cnc4c3C)cc2)cc1,9.275724130399212
Cc1c(NC(=O)c2ccc(-c3ccccc3)cc2)ccc2cc(CN3CCCC3)cnc12,8.744727494896694
Cc1c(NC(=O)c2ccc(OCC3CC3)cc2)ccc2cc(CN3CCCC3)cnc12,8.744727494896694
Cc1c(NC(=O)CCCC(=O)c2ccc(F)cc2)ccc2cc(CN3CCCC3)cnc12,8.366531544420413
Cc1c(NC(=O)CCCCc2ccc(F)cc2)ccc2cc(CN3CCCC3)cnc12,8.494850021680094
Cc1nc2ccc(-n3ccc(OCc4ccccc4)cc3=O)cn2c1C,7.096910013008056
Cc1c(C2CC2)nc2ccc(-n3ncc(OCc4ccc(Cl)cc4)cc3=O)cn12,6.958607314841775
Cc1c(C2CC2)nc2ccc(-n3ccc(OCc4ccc(Br)cc4)cc3=O)cn12,8.031517051446064
Cc1c(C2CC2)nc2ccc(-n3ccc(OCc4ccc(C(C)C)cc4)cc3=O)cn12,6.619788758288394
Cc1c(C2CC2)nc2ccc(-n3ccc(OCc4ccc(C(F)(F)F)cc4)cc3=O)cn12,7.086186147616283
Cc1c(C2CC2)nc2ccc(-n3ccc(OCc4ccc(Cl)cc4)cc3=O)cn12,7.638272163982407
Cc1c(C#N)nc2ccc(-n3ccc(OCc4ccc(F)cc4)cc3=O)cn12,6.0
CC(=O)c1nc2ccc(-n3ccc(OCc4ccc(F)cc4)cc3=O)cn2c1C,6.0
Cc1c(C(=O)C2CC2)nc2ccc(-n3ccc(OCc4ccc(F)cc4)cc3=O)cn12,6.0
Cc1c(C(=O)N(C)C)nc2ccc(-n3ccc(OCc4ccc(F)cc4)cc3=O)cn12,6.0
Cc1c(C2CC2)nc2ccc(-n3ccc(OCc4ccc(F)cc4)cc3=O)cn12,7.552841968657781
Cc1c(CC#N)nc2ccc(-n3ccc(OCc4ccc(F)cc4)cc3=O)cn12,6.769551078621726
Cc1c(CO)nc2ccc(-n3ccc(OCc4ccc(F)cc4)cc3=O)cn12,6.0
COCc1nc2ccc(-n3ccc(OCc4ccc(F)cc4)cc3=O)cn2c1C,6.0
Cc1c(C2CC2)nc2ccc(-n3ccc(OCc4ccccc4)cc3=O)cn12,7.552841968657781
Cc1c(C2CC2)nc2ccc(-n3ccc(OCc4ccccn4)cc3=O)cn12,6.823908740944319
Cc1c(C2CC2)nc2ccc(-n3ccc(OCc4cccs4)cc3=O)cn12,6.886056647693163
Cc1c(C2CC2)nc2ccc(-n3ccc(OCc4ccncc4)cc3=O)cn12,6.0
Cc1c(C2CC2)nc2ccc(-n3ccc(OCc4cccnc4)cc3=O)cn12,6.0
